Title,ID,Country,Year,"Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id"
Anon,831,Germany,2018,"Facial recognition",7,,,Hacking,160,Intimate,100
Anon,831,Germany,2018,"Facial recognition",7,,,Hacking,160,Intrusive,209
Anon,831,Germany,2018,"Facial recognition",7,,,Identity,169,Creepy,327
Anon,831,Germany,2018,"Facial recognition",7,,,Identity,169,Flawed,208
Anon,831,Germany,2018,"Facial recognition",7,,,Identity,169,Intimate,100
Anon,831,Germany,2018,"Facial recognition",7,,,Identity,169,Intrusive,209
Anon,831,Germany,2018,"Facial recognition",7,,,Nudity,86,Creepy,327
Anon,831,Germany,2018,"Facial recognition",7,,,Nudity,86,Flawed,208
Anon,831,Germany,2018,"Facial recognition",7,,,Nudity,86,Intimate,100
Anon,831,Germany,2018,"Facial recognition",7,,,Nudity,86,Intrusive,209
Anon,831,Germany,2018,"Facial recognition",7,,,Sex,53,Creepy,327
Anon,831,Germany,2018,"Facial recognition",7,,,Sex,53,Flawed,208
Anon,831,Germany,2018,"Facial recognition",7,,,Sex,53,Intimate,100
Anon,831,Germany,2018,"Facial recognition",7,,,Sex,53,Intrusive,209
Anon,831,Germany,2018,"Facial recognition",7,,,Surveillance,52,Creepy,327
Anon,831,Germany,2018,"Facial recognition",7,,,Surveillance,52,Flawed,208
Anon,831,Germany,2018,"Facial recognition",7,,,Surveillance,52,Intimate,100
Anon,831,Germany,2018,"Facial recognition",7,,,Surveillance,52,Intrusive,209
Anon,831,Germany,2018,"Image generation",73,,,Crime,57,Creepy,327
Anon,831,Germany,2018,"Image generation",73,,,Crime,57,Flawed,208
Anon,831,Germany,2018,"Image generation",73,,,Crime,57,Intimate,100
Anon,831,Germany,2018,"Image generation",73,,,Crime,57,Intrusive,209
Anon,831,Germany,2018,"Image generation",73,,,Hacking,160,Creepy,327
Anon,831,Germany,2018,"Image generation",73,,,Hacking,160,Flawed,208
Anon,831,Germany,2018,"Image generation",73,,,Hacking,160,Intimate,100
Anon,831,Germany,2018,"Image generation",73,,,Hacking,160,Intrusive,209
Anon,831,Germany,2018,"Image generation",73,,,Identity,169,Creepy,327
Anon,831,Germany,2018,"Image generation",73,,,Identity,169,Flawed,208
Anon,831,Germany,2018,"Image generation",73,,,Identity,169,Intimate,100
Anon,831,Germany,2018,"Image generation",73,,,Identity,169,Intrusive,209
Anon,831,Germany,2018,"Image generation",73,,,Nudity,86,Creepy,327
Anon,831,Germany,2018,"Image generation",73,,,Nudity,86,Flawed,208
Anon,831,Germany,2018,"Image generation",73,,,Nudity,86,Intimate,100
Anon,831,Germany,2018,"Image generation",73,,,Nudity,86,Intrusive,209
Anon,831,Germany,2018,"Image generation",73,,,Sex,53,Creepy,327
Anon,831,Germany,2018,"Image generation",73,,,Sex,53,Flawed,208
Anon,831,Germany,2018,"Image generation",73,,,Sex,53,Intimate,100
Anon,831,Germany,2018,"Image generation",73,,,Sex,53,Intrusive,209
Anon,831,Germany,2018,"Image generation",73,,,Surveillance,52,Creepy,327
Anon,831,Germany,2018,"Image generation",73,,,Surveillance,52,Flawed,208
Anon,831,Germany,2018,"Image generation",73,,,Surveillance,52,Intimate,100
Anon,831,Germany,2018,"Image generation",73,,,Surveillance,52,Intrusive,209
Anon,831,Germany,2018,"Object recognition",15,,,Crime,57,Creepy,327
Anon,831,Germany,2018,"Object recognition",15,,,Crime,57,Flawed,208
Anon,831,Germany,2018,"Object recognition",15,,,Crime,57,Intimate,100
Anon,831,Germany,2018,"Object recognition",15,,,Crime,57,Intrusive,209
Anon,831,Germany,2018,"Object recognition",15,,,Hacking,160,Creepy,327
Anon,831,Germany,2018,"Object recognition",15,,,Hacking,160,Flawed,208
Anon,831,Germany,2018,"Object recognition",15,,,Hacking,160,Intimate,100
Anon,831,Germany,2018,"Object recognition",15,,,Hacking,160,Intrusive,209
Anon,831,Germany,2018,"Object recognition",15,,,Identity,169,Creepy,327
Anon,831,Germany,2018,"Object recognition",15,,,Identity,169,Flawed,208
Anon,831,Germany,2018,"Object recognition",15,,,Identity,169,Intimate,100
Anon,831,Germany,2018,"Object recognition",15,,,Identity,169,Intrusive,209
Anon,831,Germany,2018,"Object recognition",15,,,Nudity,86,Creepy,327
Anon,831,Germany,2018,"Object recognition",15,,,Nudity,86,Flawed,208
Anon,831,Germany,2018,"Object recognition",15,,,Nudity,86,Intimate,100
Anon,831,Germany,2018,"Object recognition",15,,,Nudity,86,Intrusive,209
Anon,831,Germany,2018,"Object recognition",15,,,Sex,53,Creepy,327
Anon,831,Germany,2018,"Object recognition",15,,,Sex,53,Flawed,208
Anon,831,Germany,2018,"Object recognition",15,,,Sex,53,Intimate,100
Anon,831,Germany,2018,"Object recognition",15,,,Sex,53,Intrusive,209
Anon,831,Germany,2018,"Object recognition",15,,,Surveillance,52,Creepy,327
Anon,831,Germany,2018,"Object recognition",15,,,Surveillance,52,Flawed,208
Anon,831,Germany,2018,"Object recognition",15,,,Surveillance,52,Intimate,100
Anon,831,Germany,2018,"Object recognition",15,,,Surveillance,52,Intrusive,209
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Crime,57,Creepy,327
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Crime,57,Flawed,208
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Crime,57,Intimate,100
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Crime,57,Intrusive,209
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Hacking,160,Creepy,327
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Hacking,160,Flawed,208
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Hacking,160,Intimate,100
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Hacking,160,Intrusive,209
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Identity,169,Creepy,327
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Identity,169,Flawed,208
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Identity,169,Intimate,100
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Identity,169,Intrusive,209
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Nudity,86,Creepy,327
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Nudity,86,Flawed,208
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Nudity,86,Intimate,100
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Nudity,86,Intrusive,209
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Sex,53,Creepy,327
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Sex,53,Flawed,208
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Sex,53,Intimate,100
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Sex,53,Intrusive,209
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Surveillance,52,Creepy,327
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Surveillance,52,Flawed,208
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Surveillance,52,Intimate,100
Anon,831,Germany,2018,"Optical/ocular implant",127,,,Surveillance,52,Intrusive,209
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Crime,57,Creepy,327
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Crime,57,Flawed,208
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Crime,57,Intimate,100
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Crime,57,Intrusive,209
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Hacking,160,Creepy,327
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Hacking,160,Flawed,208
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Hacking,160,Intimate,100
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Hacking,160,Intrusive,209
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Identity,169,Creepy,327
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Identity,169,Flawed,208
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Identity,169,Intimate,100
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Identity,169,Intrusive,209
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Nudity,86,Creepy,327
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Nudity,86,Flawed,208
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Nudity,86,Intimate,100
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Nudity,86,Intrusive,209
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Sex,53,Creepy,327
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Sex,53,Flawed,208
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Sex,53,Intimate,100
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Sex,53,Intrusive,209
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Surveillance,52,Creepy,327
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Surveillance,52,Flawed,208
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Surveillance,52,Intimate,100
Anon,831,"United Kingdom",2018,"Augmented reality",74,,,Surveillance,52,Intrusive,209
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Crime,57,Creepy,327
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Crime,57,Flawed,208
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Crime,57,Intimate,100
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Crime,57,Intrusive,209
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Hacking,160,Creepy,327
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Hacking,160,Flawed,208
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Hacking,160,Intimate,100
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Hacking,160,Intrusive,209
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Identity,169,Creepy,327
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Identity,169,Flawed,208
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Identity,169,Intimate,100
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Identity,169,Intrusive,209
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Nudity,86,Creepy,327
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Nudity,86,Flawed,208
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Nudity,86,Intimate,100
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Nudity,86,Intrusive,209
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Sex,53,Creepy,327
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Sex,53,Flawed,208
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Sex,53,Intimate,100
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Sex,53,Intrusive,209
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Surveillance,52,Creepy,327
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Surveillance,52,Flawed,208
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Surveillance,52,Intimate,100
Anon,831,"United Kingdom",2018,"Facial recognition",7,,,Surveillance,52,Intrusive,209
Anon,831,"United Kingdom",2018,"Image generation",73,,,Crime,57,Creepy,327
Anon,831,"United Kingdom",2018,"Image generation",73,,,Crime,57,Flawed,208
Anon,831,"United Kingdom",2018,"Image generation",73,,,Crime,57,Intimate,100
Anon,831,"United Kingdom",2018,"Image generation",73,,,Crime,57,Intrusive,209
Anon,831,"United Kingdom",2018,"Image generation",73,,,Hacking,160,Creepy,327
Anon,831,"United Kingdom",2018,"Image generation",73,,,Hacking,160,Flawed,208
Anon,831,"United Kingdom",2018,"Image generation",73,,,Hacking,160,Intimate,100
Anon,831,"United Kingdom",2018,"Image generation",73,,,Hacking,160,Intrusive,209
Anon,831,"United Kingdom",2018,"Image generation",73,,,Identity,169,Creepy,327
Anon,831,"United Kingdom",2018,"Image generation",73,,,Identity,169,Flawed,208
Anon,831,"United Kingdom",2018,"Image generation",73,,,Identity,169,Intimate,100
Anon,831,"United Kingdom",2018,"Image generation",73,,,Identity,169,Intrusive,209
Anon,831,"United Kingdom",2018,"Image generation",73,,,Nudity,86,Creepy,327
Anon,831,"United Kingdom",2018,"Image generation",73,,,Nudity,86,Flawed,208
Anon,831,"United Kingdom",2018,"Image generation",73,,,Nudity,86,Intimate,100
Anon,831,"United Kingdom",2018,"Image generation",73,,,Nudity,86,Intrusive,209
Anon,831,"United Kingdom",2018,"Image generation",73,,,Sex,53,Creepy,327
Anon,831,"United Kingdom",2018,"Image generation",73,,,Sex,53,Flawed,208
Anon,831,"United Kingdom",2018,"Image generation",73,,,Sex,53,Intimate,100
Anon,831,"United Kingdom",2018,"Image generation",73,,,Sex,53,Intrusive,209
Anon,831,"United Kingdom",2018,"Image generation",73,,,Surveillance,52,Creepy,327
Anon,831,"United Kingdom",2018,"Image generation",73,,,Surveillance,52,Flawed,208
Anon,831,"United Kingdom",2018,"Image generation",73,,,Surveillance,52,Intimate,100
Anon,831,"United Kingdom",2018,"Image generation",73,,,Surveillance,52,Intrusive,209
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Crime,57,Creepy,327
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Crime,57,Flawed,208
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Crime,57,Intimate,100
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Crime,57,Intrusive,209
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Hacking,160,Creepy,327
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Hacking,160,Flawed,208
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Hacking,160,Intimate,100
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Hacking,160,Intrusive,209
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Identity,169,Creepy,327
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Identity,169,Flawed,208
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Identity,169,Intimate,100
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Identity,169,Intrusive,209
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Nudity,86,Creepy,327
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Nudity,86,Flawed,208
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Nudity,86,Intimate,100
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Nudity,86,Intrusive,209
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Sex,53,Creepy,327
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Sex,53,Flawed,208
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Sex,53,Intimate,100
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Sex,53,Intrusive,209
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Surveillance,52,Creepy,327
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Surveillance,52,Flawed,208
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Surveillance,52,Intimate,100
Anon,831,"United Kingdom",2018,"Object recognition",15,,,Surveillance,52,Intrusive,209
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Crime,57,Creepy,327
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Crime,57,Flawed,208
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Crime,57,Intimate,100
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Crime,57,Intrusive,209
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Hacking,160,Creepy,327
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Hacking,160,Flawed,208
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Hacking,160,Intimate,100
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Hacking,160,Intrusive,209
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Identity,169,Creepy,327
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Identity,169,Flawed,208
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Identity,169,Intimate,100
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Identity,169,Intrusive,209
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Nudity,86,Creepy,327
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Nudity,86,Flawed,208
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Nudity,86,Intimate,100
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Nudity,86,Intrusive,209
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Sex,53,Creepy,327
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Sex,53,Flawed,208
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Sex,53,Intimate,100
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Sex,53,Intrusive,209
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Surveillance,52,Creepy,327
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Surveillance,52,Flawed,208
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Surveillance,52,Intimate,100
Anon,831,"United Kingdom",2018,"Optical/ocular implant",127,,,Surveillance,52,Intrusive,209
Anon,831,"United States",2018,"Augmented reality",74,,,Crime,57,Creepy,327
Anon,831,"United States",2018,"Augmented reality",74,,,Crime,57,Flawed,208
Anon,831,"United States",2018,"Augmented reality",74,,,Crime,57,Intimate,100
Anon,831,"United States",2018,"Augmented reality",74,,,Crime,57,Intrusive,209
Anon,831,"United States",2018,"Augmented reality",74,,,Hacking,160,Creepy,327
Anon,831,"United States",2018,"Augmented reality",74,,,Hacking,160,Flawed,208
Anon,831,"United States",2018,"Augmented reality",74,,,Hacking,160,Intimate,100
Anon,831,"United States",2018,"Augmented reality",74,,,Hacking,160,Intrusive,209
Anon,831,"United States",2018,"Augmented reality",74,,,Identity,169,Creepy,327
Anon,831,"United States",2018,"Augmented reality",74,,,Identity,169,Flawed,208
Anon,831,"United States",2018,"Augmented reality",74,,,Identity,169,Intimate,100
Anon,831,"United States",2018,"Augmented reality",74,,,Identity,169,Intrusive,209
Anon,831,"United States",2018,"Augmented reality",74,,,Nudity,86,Creepy,327
Anon,831,"United States",2018,"Augmented reality",74,,,Nudity,86,Flawed,208
Anon,831,"United States",2018,"Augmented reality",74,,,Nudity,86,Intimate,100
Anon,831,"United States",2018,"Augmented reality",74,,,Nudity,86,Intrusive,209
Anon,831,"United States",2018,"Augmented reality",74,,,Sex,53,Creepy,327
Anon,831,"United States",2018,"Augmented reality",74,,,Sex,53,Flawed,208
Anon,831,"United States",2018,"Augmented reality",74,,,Sex,53,Intimate,100
Anon,831,"United States",2018,"Augmented reality",74,,,Sex,53,Intrusive,209
Anon,831,"United States",2018,"Augmented reality",74,,,Surveillance,52,Creepy,327
Anon,831,"United States",2018,"Augmented reality",74,,,Surveillance,52,Flawed,208
Anon,831,"United States",2018,"Augmented reality",74,,,Surveillance,52,Intimate,100
Anon,831,"United States",2018,"Augmented reality",74,,,Surveillance,52,Intrusive,209
Anon,831,"United States",2018,"Facial recognition",7,,,Crime,57,Creepy,327
Anon,831,"United States",2018,"Facial recognition",7,,,Crime,57,Flawed,208
Anon,831,"United States",2018,"Facial recognition",7,,,Crime,57,Intimate,100
Anon,831,"United States",2018,"Facial recognition",7,,,Crime,57,Intrusive,209
Anon,831,"United States",2018,"Facial recognition",7,,,Hacking,160,Creepy,327
Anon,831,"United States",2018,"Facial recognition",7,,,Hacking,160,Flawed,208
Anon,831,"United States",2018,"Facial recognition",7,,,Hacking,160,Intimate,100
Anon,831,"United States",2018,"Facial recognition",7,,,Hacking,160,Intrusive,209
Anon,831,"United States",2018,"Facial recognition",7,,,Identity,169,Creepy,327
Anon,831,"United States",2018,"Facial recognition",7,,,Identity,169,Flawed,208
Anon,831,"United States",2018,"Facial recognition",7,,,Identity,169,Intimate,100
Anon,831,"United States",2018,"Facial recognition",7,,,Identity,169,Intrusive,209
Anon,831,"United States",2018,"Facial recognition",7,,,Nudity,86,Creepy,327
Anon,831,"United States",2018,"Facial recognition",7,,,Nudity,86,Flawed,208
Anon,831,"United States",2018,"Facial recognition",7,,,Nudity,86,Intimate,100
Anon,831,"United States",2018,"Facial recognition",7,,,Nudity,86,Intrusive,209
Anon,831,"United States",2018,"Facial recognition",7,,,Sex,53,Creepy,327
Anon,831,"United States",2018,"Facial recognition",7,,,Sex,53,Flawed,208
Anon,831,"United States",2018,"Facial recognition",7,,,Sex,53,Intimate,100
Anon,831,"United States",2018,"Facial recognition",7,,,Sex,53,Intrusive,209
Anon,831,"United States",2018,"Facial recognition",7,,,Surveillance,52,Creepy,327
Anon,831,"United States",2018,"Facial recognition",7,,,Surveillance,52,Flawed,208
Anon,831,"United States",2018,"Facial recognition",7,,,Surveillance,52,Intimate,100
Anon,831,"United States",2018,"Facial recognition",7,,,Surveillance,52,Intrusive,209
Anon,831,"United States",2018,"Image generation",73,,,Crime,57,Creepy,327
Anon,831,"United States",2018,"Image generation",73,,,Crime,57,Flawed,208
Anon,831,"United States",2018,"Image generation",73,,,Crime,57,Intimate,100
Anon,831,"United States",2018,"Image generation",73,,,Crime,57,Intrusive,209
Anon,831,"United States",2018,"Image generation",73,,,Hacking,160,Creepy,327
Anon,831,"United States",2018,"Image generation",73,,,Hacking,160,Flawed,208
Anon,831,"United States",2018,"Image generation",73,,,Hacking,160,Intimate,100
Anon,831,"United States",2018,"Image generation",73,,,Hacking,160,Intrusive,209
Anon,831,"United States",2018,"Image generation",73,,,Identity,169,Creepy,327
Anon,831,"United States",2018,"Image generation",73,,,Identity,169,Flawed,208
Anon,831,"United States",2018,"Image generation",73,,,Identity,169,Intimate,100
Anon,831,"United States",2018,"Image generation",73,,,Identity,169,Intrusive,209
Anon,831,"United States",2018,"Image generation",73,,,Nudity,86,Creepy,327
Anon,831,"United States",2018,"Image generation",73,,,Nudity,86,Flawed,208
Anon,831,"United States",2018,"Image generation",73,,,Nudity,86,Intimate,100
Anon,831,"United States",2018,"Image generation",73,,,Nudity,86,Intrusive,209
Anon,831,"United States",2018,"Image generation",73,,,Sex,53,Creepy,327
Anon,831,"United States",2018,"Image generation",73,,,Sex,53,Flawed,208
Anon,831,"United States",2018,"Image generation",73,,,Sex,53,Intimate,100
Anon,831,"United States",2018,"Image generation",73,,,Sex,53,Intrusive,209
Anon,831,"United States",2018,"Image generation",73,,,Surveillance,52,Creepy,327
Anon,831,"United States",2018,"Image generation",73,,,Surveillance,52,Flawed,208
Anon,831,"United States",2018,"Image generation",73,,,Surveillance,52,Intimate,100
Anon,831,"United States",2018,"Image generation",73,,,Surveillance,52,Intrusive,209
Anon,831,"United States",2018,"Object recognition",15,,,Crime,57,Creepy,327
Anon,831,"United States",2018,"Object recognition",15,,,Crime,57,Flawed,208
Anon,831,"United States",2018,"Object recognition",15,,,Crime,57,Intimate,100
Anon,831,"United States",2018,"Object recognition",15,,,Crime,57,Intrusive,209
Anon,831,"United States",2018,"Object recognition",15,,,Hacking,160,Creepy,327
Anon,831,"United States",2018,"Object recognition",15,,,Hacking,160,Flawed,208
Anon,831,"United States",2018,"Object recognition",15,,,Hacking,160,Intimate,100
Anon,831,"United States",2018,"Object recognition",15,,,Hacking,160,Intrusive,209
Anon,831,"United States",2018,"Object recognition",15,,,Identity,169,Creepy,327
Anon,831,"United States",2018,"Object recognition",15,,,Identity,169,Flawed,208
Anon,831,"United States",2018,"Object recognition",15,,,Identity,169,Intimate,100
Anon,831,"United States",2018,"Object recognition",15,,,Identity,169,Intrusive,209
Anon,831,"United States",2018,"Object recognition",15,,,Nudity,86,Creepy,327
Anon,831,"United States",2018,"Object recognition",15,,,Nudity,86,Flawed,208
Anon,831,"United States",2018,"Object recognition",15,,,Nudity,86,Intimate,100
Anon,831,"United States",2018,"Object recognition",15,,,Nudity,86,Intrusive,209
Anon,831,"United States",2018,"Object recognition",15,,,Sex,53,Creepy,327
Anon,831,"United States",2018,"Object recognition",15,,,Sex,53,Flawed,208
Anon,831,"United States",2018,"Object recognition",15,,,Sex,53,Intimate,100
Anon,831,"United States",2018,"Object recognition",15,,,Sex,53,Intrusive,209
Anon,831,"United States",2018,"Object recognition",15,,,Surveillance,52,Creepy,327
Anon,831,"United States",2018,"Object recognition",15,,,Surveillance,52,Flawed,208
Anon,831,"United States",2018,"Object recognition",15,,,Surveillance,52,Intimate,100
Anon,831,"United States",2018,"Object recognition",15,,,Surveillance,52,Intrusive,209
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Crime,57,Creepy,327
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Crime,57,Flawed,208
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Crime,57,Intimate,100
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Crime,57,Intrusive,209
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Hacking,160,Creepy,327
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Hacking,160,Flawed,208
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Hacking,160,Intimate,100
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Hacking,160,Intrusive,209
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Identity,169,Creepy,327
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Identity,169,Flawed,208
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Identity,169,Intimate,100
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Identity,169,Intrusive,209
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Nudity,86,Creepy,327
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Nudity,86,Flawed,208
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Nudity,86,Intimate,100
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Nudity,86,Intrusive,209
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Sex,53,Creepy,327
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Sex,53,Flawed,208
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Sex,53,Intimate,100
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Sex,53,Intrusive,209
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Surveillance,52,Creepy,327
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Surveillance,52,Flawed,208
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Surveillance,52,Intimate,100
Anon,831,"United States",2018,"Optical/ocular implant",127,,,Surveillance,52,Intrusive,209
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Facial recognition",7,,,Hacking,160,Flawed,208
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Facial recognition",7,,,Hacking,160,Intrusive,209
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Facial recognition",7,,,Surveillance,52,Flawed,208
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Facial recognition",7,,,Surveillance,52,Intrusive,209
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Surveillance cameras",80,,,Hacking,160,Flawed,208
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Surveillance cameras",80,,,Hacking,160,Intrusive,209
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Surveillance cameras",80,,,Surveillance,52,Flawed,208
"ANONYMOUS: Anonymity scarf",1500,Netherlands,2017,"Surveillance cameras",80,,,Surveillance,52,Intrusive,209
Antibodies,2122,Canada,2020,,,"Facial recognition",7,AI,168,Intimate,100
Antibodies,2122,Canada,2020,,,"Facial recognition",7,AI,168,Intrusive,209
Antibodies,2122,Canada,2020,,,"Facial recognition",7,AI,168,Overwhelming,188
